date,location,state,airline,aircraft_brand,no_deaths,no_survivors,no_ground_casualties
10-03-1981,Moroni, Comoro Islands,Military - French Naval Aviation,Dassault-Breguet,18,0,0
15-03-1981,Shemya AFB, Alaska,Military - U.S. Air Force,Boeing,6,18,0
26-03-1981,Redzikowo, Poland,LOT Polish Airlines,Antonov,1,51,0
06-04-1981,Laguna Soliz, Bolivia,Urcupina,Douglas,7,0,0
07-04-1981,Cincinnati, Ohio,Freedom International,Learjet,1,1,0
17-04-1981,Loveland, Colorado,Air US / Private,Hadley,15,4,0
28-04-1981,Pekanbaru, Indonesia,Private - Airfast Indonesia,Douglas,15,2,0
28-04-1981,	Batagay, Russia,Aeroflot,Antonov,12,0,0
06-05-1981,Near Fredrick, Maryland,Military - U.S. Air Force,Boeing,21,0,0
07-05-1981,Rio de la Plata, Argentina,Austral Lineas Aeras (Argentina),BAC,31,0,0
16-05-1981,Near Menongue, Angola,TAAG Angola Airlines,Lockheed,4,0,0
21-05-1981, Pinarete Mountain, Mexico,Lineas Aereas,Convair,24,0,0
22-05-1981,Near Zumba, Ecuador,TAME,de,18,0,0
29-05-1981,Cairo, Egypt,Military - Egyptian Air Force,Lockheed,17,0,0
14-06-1981,Ust-Barguzin, Russia,Aeroflot,Ilyushin,48,0,0
26-06-1981,Nailstone, England,Dan Air Services,Hawker,3,0,0
18-07-1981,Near Yerevan, Armenia,TAR,Canadair,4,0,0
20-07-1981,Mogadishu, Somalia,Somali Airlines,Fokker,50,0,0
24-07-1981,neznama,neznama,Air Madagascar,de,19,0,0
25-07-1981,Caruru, Colombia,Transamazonica,Douglas,5,4,0
27-07-1981,Chihuahua, Mexico,Aeromexico,McDonnell,32,34,0
22-08-1981,neznama,neznama,Far Eastern Air Transport,Boeing,110,0,0
24-08-1981,Near Zavitinsk, Russia,Aeroflot / Military - Russian Air Force,Antonov,31,1,0
27-08-1981,Mt. Elena, Colombia,Aeropesca Colombia,Vickers,50,0,0
29-08-1981,Zeya, Russia,Aeroflot,Yakovlev,3,31,0
02-09-1981,Paipa, Colombia,Aereo el Venado,Embraer,21,1,0
18-09-1981,Zeleznogorsk, Russian,Aeroflot /Military - Russian,Yakovlev,40,0,0
21-09-1981,Nellis AFB, Nevada,Military - U.S. Air Force,Lockheed,7,63,0
22-09-1981,Near Babaeski, Turkey,Military - Turkish Air Force,Northrop,0,0,40
29-09-1981,Tehran, Iran,Military - Iranian Air Force,Lockheed,60,20,20
01-10-1981,Casper, Wyoming,Sky Train Air,Learjet,3,0,0
06-10-1981,Moerdijk, Netherlands,NLM (Nederlandse Luchtvaart Maatschappij),Fokker,17,0,0
15-10-1981,Kufstein, Austria,Oefag Flugdienst,Cessna,9,0,0
26-10-1981,St. Thomas, U.S. Virgin Islands,Aerolineas Argo,Lockheed,5,0,0
31-10-1981,Bafoussam, Cameroon,Cameroon Airlines,de,1,23,0
08-11-1981,Sierra de Guerro, Mexico,Aeromexico,McDonnell,18,0,0
16-11-1981,Norilsk, Russia,Aeroflot,Tupolev,99,68,0
19-11-1981,Biratnagar, Nepal,Royal Nepal Airlines,Pilatus,10,0,0
30-11-1981,Castries, Saint Lucia Island,Guyana Airways,Douglas,3,0,0
01-12-1981,neznama,neznama,Inex Adria Aviopromet (Yugoslavia),McDonnell,180,0,0
05-12-1981,Honolulu, Hawaii,Private - Parajump air show,Beech,11,1,0
16-12-1981,Kuala Belait, Brunei,Bristow Helicopters,Aerospatiale,12,0,0
18-12-1981,Near Covenas, Colombia,ACES Colombia,de,13,0,0
07-01-1982,Near Gelendzhik, USSR,Aeroflot,LET,18,0,0
13-01-1982,Washington, D.C.,Air Florida,Boeing,74,5,4
14-01-1982,Near Addis Ababa, Ethiopia,Military - Ethiopian Air Force,Antonov,73,0,0
23-01-1982,neznama,neznama,World Airways,McDonnell,2,210,0
25-01-1982,Constanta, Romania,Tarom,Antonov,7,0,0
03-02-1982,Djibouti, Djbouti,Military - French Air Force,Nord,35,0,0
06-02-1982,Island of Cheju, South Korea,Military - Republic of South Korea Air Force,Fairchild,53,0,0
07-02-1982,Near Srinagar, India,Military - Indian Air Force,Fairchild,23,0,0
09-02-1982,Mt. Ipao, Philippines,Trans Air Services,Douglas,3,29,0
09-02-1982,Tokyo, Japan,Japan Air Lines,McDonnell,24,150,0
19-02-1982,Cerro el Tablazo, Colombia,LAC Columbia,Douglas,4,0,0
21-02-1982,Providence, Rhode Island,Pilgrim Airlines,de,1,11,0
11-03-1982,Mehamn, Norway,Wideroe's Flyveselksap,de,15,0,0
19-03-1982,Near Woodstock, Illinois,Military - U.S. Air Force,Boeing,27,0,0
19-03-1982,Leesburg, Florida,Private,Beechcraft,3,0,0
20-03-1982,Branti Airport, Indonesia,Garuda Indonesia Airlines,Fokker,27,0,0
26-03-1982,Queate, Colombia,Aeropesca Colombia,Vickers,21,0,0
11-04-1982,Near Tanana, Alaska,Air Taxi - Tundra Copters,Hughes,3,0,0
13-04-1982,Near Erzurum, Turkey,Military - U.S. Air Force,Lockheed,27,0,0
26-04-1982,neznama,neznama,CAAC,Hawker,112,0,0
30-04-1982,neznama,neznama,Okanagan Helicopters,Sikorsky,13,0,0
09-05-1982,Off Aden, Yemen,Alyemda,de,47,2,0
12-05-1982,Judsonia, Arkansas,Military - U.S. Air Force,Lockheed,7,0,0
19-05-1982,neznama,neznama,Military - Royal British Navy,Westland,21,9,0
25-05-1982,Brazilia, Brazil,VASP,Boeing,2,116,0
28-05-1982,Off Natuma Island, Indonesia,Pelita Air Service,Aerospatiale,10,0,0
01-06-1982,Near Songnam-si, South Korea,Military - Republic of South Korea Air Force,Fairchild,53,0,0
08-06-1982,Near Pacatuba, Brazil,VASP,Boeing,137,0,0
12-06-1982,Tabatinga, Brazil,TABA,Fairchild-Hiller,44,0,0
22-06-1982,Bombay, India,Air India,Boeing,17,94,0
24-06-1982,Mount Galunggung, Indonesia,British Airways,Boeing,0,257,0
28-06-1982,Southern Belarus, USSR,Aeroflot,Yakovlev,132,0,0
03-07-1982,Oganda, Gabon,Air Affaires Gabon,Cessna,12,0,0
06-07-1982,Near Moscow, Russia,Aeroflot,Ilyushin,90,0,0
09-07-1982,Kenner, Louisiana,Pan American World Airways,Boeing,145,0,8
11-07-1982,Jolo, Philippines,Philippine Air Lines,Hawker,4,26,0
23-07-1982,Castaic, California,Western Helicopter,Bell,0,1,3
11-08-1982,neznama,neznama,Pan American World Airways,Boeing,1,284,0
12-08-1982,Mindat, Myanmar,Burma Airways,de,8,0,0
14-08-1982,Near Managua, Nicaragua,Military - Nicaraguan Air Force,Arava,20,0,0
14-08-1982,neznama,neznama,Aeroflot / Aeroflot,Let,11,0,0
01-09-1982,Near Valladolid, Ecuador,Aerolineas Condor,de,44,0,0
04-09-1982,Rio Branco, Brazil,Cia Brasiliera de Tratores,Gates,10,0,0
11-09-1982,Near Mannheim, West Germany,Military - U.S. Army,Boeing,46,0,0
13-09-1982,Near Malaga, Spain,Spantax,McDonnell,50,344,0
29-09-1982,Luxembourg, Luxembourg,Aeroflot,Ilyushin,7,70,0
17-11-1982,neznama,neznama,Far Eastern Air Transport,Bell,15,0,0
29-11-1982,Lubango, Angola,TAAG Angola Airlines,Antonov,15,0,0
29-11-1982,Quetame, Colombia,Aerolineas Centrales de Colombia,de,22,0,0
07-12-1982,Near Pueblo, Colorado,Pioneer Airlines,Swearingen,2,0,0
09-12-1982,La Serena, Chile,Aeronor Chile,Fairchild,46,0,0
09-12-1982,Near San Andres de Bocay, Nicaragua,Military - Nicaraguan Air Force,Mil,84,4,0
23-12-1982,Rostov-on-Don, Russia,Aeroflot,Antonov,16,0,0
24-12-1982,Guangzhou, China,CAAC,Ilyushin,25,44,0
09-01-1983,Brainerd, Minnesota,46826/109,Convair,1,32,0
11-01-1983,Detroit, Michigan,United Air Lines,McDonnell,3,0,0
16-01-1983,Ankara, Turkey,Turkish Airlines (THY),Boeing,47,20,0
13-02-1983,Fayetteville, North Carolina,Military - U.S. Air Force,Lockheed,6,0,0
09-03-1983,Off Macae, Brazil,Aeroleo Taxi Aereo,Bell,11,0,0
10-03-1983,Near Shach Goan, Afghanistan,Bakhtar Afghan Airlines,de,19,0,0
11-03-1983,neznama,neznama,Avensa,McDonnell,23,27,0
30-03-1983,Newark, New Jersey,Central Airlines,Learjet,2,0,0
07-04-1983,Selawik, Alaska,Munz Northern Airlines,Britten-Norman,2,1,0
16-04-1983,Near Khartoum, Sudan,Air Liberia,Hawker,8,1,9
19-04-1983,Leninakan, Russia,Aeroflot,Yakovlev,21,0,0
19-04-1983,Near Toba, Japan,Japan Air Self-Defence Force,Kawasaki,14,0,0
26-04-1983,Iwakuni AB, Japan,Military - Japan Maritime Self Defense Force,Shin,11,3,0
29-04-1983,Guayaquil, Ecuador,SAN Ecuador,Sud,8,92,0
30-04-1983,Jacksonville, Florida,Military - United States Navy,Convair,15,0,0
05-05-1983,neznama,neznama,Eastern Air Lines,Lockheed,0,172,0
05-05-1983,Near Ban Ta Khli, Thailand,Military - Royal Thai Air Force,Fairchild,30,0,0
06-05-1983,Klyuchi, Russia,Military - Soviet Air Force,Antonov,33,4,0
02-06-1983,Tanjung Karang, Indonesia,Garuda Indonesia Airlines,Fokker,3,58,0
02-06-1983,neznama,neznama,Air Canada,McDonnell,23,23,0
06-06-1983,Off Quemoy, Taiwan,Military - Republic of China Air Force,Fairchild,47,0,0
08-06-1983,Near Cold Bay, Alaska,Reeve Aleutian Airways,Lockheed,0,15,0
16-06-1983,Kauai, Hawaii,Military - U.S. Navy,Lockheed,14,0,0
21-06-1983,Niela, Mali,Air Mali,de,7,0,0
28-06-1983,Las Vegas, Nevada,Military - U.S. Air Force,Lockheed,6,0,0
01-07-1983,Labe, Guinea,CAAK,Ilyushin,23,0,0
11-07-1983,neznama,neznama,TAME,Boeing,119,0,0
16-07-1983,Off Scilly Islands, UK,British Airways Helicopters,Sikorsky,20,6,0
23-07-1983,neznama,neznama,Air Canada,Boeing,0,69,0
17-08-1983,Grand Canyon, Arizona,Las Vegas Airlines,Piper,10,0,0
30-08-1983,neznama,neznama,Aeroflot,Tupolev,90,0,0
01-09-1983,Near Sakhalin Island, Russia,Korean Airlines,Boeing,269,0,0
02-09-1983,neznama,neznama,Central Mountain Air Services,Britten-Norman,9,0,0
14-09-1983,Guilin, China,CAAC,Hawker,11,95,0
23-09-1983,Near Mina Jebel Ali, UAE,Gulf Air,Boeing,112,0,0
28-09-1983,Off Lanyu Island, Taiwan,Taiwan Airlines,Britten-Norman,10,0,0
07-10-1983,Aracatuba, Brazil,TAM Lineas Aéreas Regional,Embraer,7,8,0
08-10-1983,Near Lonkin, Myanmar,Burma Airways,de,9,5,0
11-10-1983,Pinckneyville, Illinois,Air Illinois,Hawker,10,0,0
28-10-1983,Middletown, Pennsylvania,Pennsylvania Airlines,Shorts,1,29,0
08-11-1983,neznama,neznama,TAAG Angola Airlines,Boeing,130,0,0
23-11-1983,Landsdowne House, Canada,Austin Airways,de,4,3,0
27-11-1983,Madrid-Barajas, Spain,AVIANCA,Boeing,181,11,0
28-11-1983,Near Enugu, Nigeria,Nigeria Airways,Fokker,53,19,0
07-12-1983,Near Madrid, Spain,Iberia Airlines / Aviaco,Boeing,93,42,0
14-12-1983,Near Medellin, Colombia,TAMPA Colombia,Boeing,3,0,22
17-12-1983,neznama,neznama,Inuvik Coastal Airways,de,2,10,0
24-12-1983,Leshukonskoye, Russia,Aeroflot,Antonov,44,5,0
02-01-1984,Amman, Jordan,Military - Royal Jordanian Air Force,CASA,13,0,0
03-01-1984, Novoagansk, Russia,Aeroflot,Mi-6CCCP-21006,38,38,0
09-01-1984,Saint Louis, Missouri,Skycraft Air Transport,Douglas,1,1,0
10-01-1984,Sofia, Bulgaria,Balkan Bulgarian Airlines,Tupolev,50,0,0
13-01-1984,Cochabamba, Bolivia,North East Bolivian Airways,Douglas,1,2,0
28-01-1984,Izhevsk, Russia,Aeroflot,Antonov,4,47,0
30-01-1984,Terre Haute, Indiana,Britt Airways,Swearingen,3,0,0
16-02-1984,Near Debre Zelt, Ethiopia,Military - Ethiopian Air Force,Antonov,26,12,0
19-02-1984,Near San Gerardo, El Salvador,Military - Salvadoran Air Force,Bell,28,0,0
28-02-1984,neznama,neznama,Scandinavian Airlines (SAS),McDonnell,0,177,0
13-03-1984,Barranquilla, Colombia,Aerosucre Colombia,Curtiss,4,2,0
16-03-1984,San Borja, Bolivia,Lloyd Aereo Boliviano,Fairchild,23,0,0
24-03-1984,Near Rurrenabaque, Bolivia,Frigorifico Reyes,Douglas,5,0,0
24-03-1984,Near Hunghae, South Korea,Military - U.S. Marine Corps,Sikorsky,29,0,0
31-03-1984,neznama,neznama,State Airlines,Cessna,6,0,0
18-04-1984, Imperatriz, Brazil,VOTEC / VOTEC,Embraer,19,16,0
08-05-1984,Elbet Beni Salama, Egypt,Military - Egyptian Air Force,McDonnel,2,0,19
30-05-1984,Chalkhill, Pennsylvania,Zantop International Airlines,Lockheed,4,0,0
04-06-1984,Windsor Locks, Connecticut,Air Continental,Learjet,3,0,0
19-06-1984,Island Beach, New Jersey,Air Taxi - Raco Helicopters Corp.,Aerospeciale,3,0,0
28-06-1984,Near Sao Pedro d' Aldeia, Brazil,TAM Lineas Aéreas Regional,Embraer,18,0,0
11-07-1984,Off Buenavista, Philippines,Military - Philippine Air Force,Bell,30,0,0
12-07-1984,Sigonella AFB, Italy,Military - U.S. Air Force,Lockheed,9,0,0
21-07-1984,Tau Island, American Samoa,South Pacific Island Airways,de,1,13,0
02-08-1984,Vieques, Puerto Rico,Vieques Air Link,Britten-Norman,9,0,0
04-08-1984,Nawabshah, Pakistan,Aeroflot,Antonov,24,0,0
05-08-1984,Dacca, Bangladesh,Bangladesh Biman,Fokker,49,0,0
11-08-1984,Near Memphis, Tennessee,Aviation Enterprises,Douglas,3,0,0
15-08-1984,Near Wamena, Indonesia,Airfast Indonesia,Douglas,2,1,0
24-08-1984,San Luis Obispo, California,Wings West Airlines / Private,Beechcraft,17,0,0
30-08-1984,Douala, Cameroon,Cameroon Airlines,Boeing,2,114,0
06-09-1984,neznama,neznama,Talair,Britten-Norman,9,2,0
07-09-1984,Near Naples, Florida,Provincetown - Boston Airlines,Cessna,1,5,0
11-09-1984,Near the Kwango River, Zaire,MMM Aero Services,Handley,30,0,0
16-09-1984,Opole, Poland,APRL,Antonov,11,14,0
18-09-1984,Quito, Ecuador,AECA Cargo,McDonnell,4,0,49
21-09-1984,Near Sarakchar, Afghanistan,Military - Russian Air Force,Antonov,50,0,0
09-10-1984,Fort Franklin, Canada,Nahanni Air Services,de,7,0,0
11-10-1984,Near Omsk, Russia,Aeroflot,Tupolev,174,5,4
11-10-1984,neznama,neznama,Labradore Airways,de,4,0,0
27-10-1984,Near Kabul, Afghanistan,Mililtary - Soviet Air Force,Ilyushin,11,0,0
31-10-1984,Off Davao, Philippines,Village Airways,Douglas,4,0,0
20-11-1984,Loja, Peru,TAME,de,14,0,0
04-12-1984,Near Kostroma, USSR,Aeroflot,LET,17,0,0
06-12-1984,Jacksonville, Florida,Provincetown - Boston Airlines,Embraer,13,0,0
19-12-1984,Near Jaen, Peru,Military - Fuerza Aérea del Peru,de,21,0,0
22-12-1984,Near Bhojpur, Nepal,Royal Nepal Airlines,de,15,8,0
23-12-1984,Near Kranoyarsk, Russia,Aeroflot,Tupolev,110,1,0
01-01-1985,Near La Paz, Bolivia,Eastern Air Lines,Boeing,29,0,0
09-01-1985,Kansas City, Kansas,TPI International Airways,Lockheed,3,0,0
18-01-1985,Jinan, China,CAAC,Antonov,38,3,0
19-01-1985,Havana, Cuba,Cubana de Aviacion,Ilyushin,38,0,0
20-01-1985,Carson, New Mexico,Air Taxi - EMS,Bell,3,0,0
21-01-1985,Reno, Nevada,Galaxy Airlines,Lockheed,70,1,0
22-01-1985,Off Puerto Castilla, Honduras,Military - U.S. Air Force,Lockheed,21,0,0
23-01-1985,Cerro el Plateado, Colombia,Aerolineas Centrales de Colombia,de,23,0,0
23-01-1985,Near Buga, Colombia,AIRES Colombia,Embraer,17,0,0
01-02-1985,neznama,neznama,Aeroflot,Tupolev,58,22,0
04-02-1985,Soldotna, Alaska,North Pacific Airlines,Beech,9,0,0
19-02-1985,300 nm NW of San Francisco, California,China Airlines (Taiwan),Boeing,0,274,0
19-02-1985,neznama,neznama,Iberia Airlines,Boeing,148,0,0
22-02-1985,Timbuktu, Mali,Air Mali,Antonov,50,1,0
25-02-1985,Near Valdez, Alaska,Military - U.S. Air Force,Boeing,3,0,0
12-03-1985,Fort Hood, Texas,Military - U.S. Air Force,Lockheed,6,0,0
28-03-1985,Near Florencia, Colombia,SATENA,Fokker,46,0,0
11-04-1985,Salta, Argentina,YPF,HS-125-700BLV-ALW,7,0,0
15-04-1985,Near Phuket, Thailand,Thai Airways,Boeing,11,0,0
16-04-1985,Las Cruces, New Mexico,American Airlines,Boeing,0,89,0
20-04-1985,Santa Rosa, Bolivia,Carga Aereo Transportada,Convair,4,0,0
20-04-1985,Kulusuk, Greenland,Aeronica,Fokker,2,3,0
03-05-1985,neznama,neznama,Aeroflot / Soviet Air Force,Tupolev,76,0,0
06-05-1985,Off Tanegashima, Japan,Military - U.S. Marine Corps,CH-53D157138,17,0,0
28-05-1985,Cabimas, Venezuela,Avensa,Convair,2,11,0
31-05-1985,Nashville, Tennessee,General Aviation Inc.,Grumman,2,0,0
14-06-1985,Athens, Greece,Trans World Airlines,Boeing,1,152,0
23-06-1985,Juara, Brazil,TABA,Embraer,17,0,0
23-06-1985,Atlantic Ocean, 110 miles West of Ireland,Air India,Boeing,329,0,0
10-07-1985,neznama,neznama,Aeroflot,Tupolev,200,0,0
24-07-1985,Leticia, Colombia,Fuerza Aérea Colombiana,Douglas,80,0,0
02-08-1985,Ft. Worth-Dallas, Texas,Delta Air Lines,Lockheed,134,29,1
12-08-1985,neznama,neznama,Japan Air Lines,Boeing,520,4,0
12-08-1985,Mulia, Indonesia,Merpati Nusantara Airlines,de,8,11,0
15-08-1985,Aden, Yemen,Alyemda Airlines,Boeing,3,70,0
22-08-1985,Manchester, England,British Airtours,Boeing,55,82,0
25-08-1985,Auburn, Maine,Bar Harbor Airlines,Beechcraft,8,0,0
27-08-1985,Beale AFB, California,Military - U.S. Air Force,Boeing,7,0,0
04-09-1985,Near Kandahar, Afghanistan,Ariana Afghan Airlines,Antonov,52,0,0
06-09-1985,Milwaukee, Wisconsin,Midwest Express,McDonnell,31,0,0
22-09-1985,neznama,neznama,Military - Soviet Air Force,Antonov,26,0,0
25-09-1985,Near Kharkov, Ukraine,MAP,Antonov,9,0,0
29-09-1985,Jenkinsburg, Georgia,Air Carriers Express Services Inc,Cessna,17,0,0
09-10-1985,Vitória da Conquista, Brazil,Nordeste Linhas Aéreas,Embraer,2,0,0
10-10-1985,Off South Head, Australia,Pel Air,IAI,2,0,0
11-10-1985,Near Kutayissi, USSR,Aeroflot,Yakovlev,14,0,0
11-10-1985,Near Beni, Bolivia,Sabeni,Curtiss,2,0,0
11-10-1985,Homer City, Pennsylvania,Mountain Air Cargo,de,1,0,0
12-10-1985,Putao, Myanmar,Burma Airways,Fokker,4,0,0
15-11-1985,Dothan, Alabama,Military - U.S. Air Force,Convair,4,0,0
21-11-1985,Near Sibyak, Indonesia,Military - Indonesian Air Force,Lockheed,11,0,0
24-11-1985,Luqa, Malta,EgyptAir,Boeing,60,43,0
25-11-1985,Near Luassingua, Angola,Military - Angolan Air Force,Antonov,22,0,0
12-12-1985,neznama,neznama,Arrow Airways,McDonnell,256,0,0
30-12-1985,Near Dhangadhi, Nepal,Military - Royal Nepalese Air Force,Short,25,0,0
31-12-1985,De Kalb, Texas,Private,Douglas,7,2,0
18-01-1986,Near Peten, Guatemala,Aerovias de Guatemala SA,Sud-Aviation,94,0,0
21-01-1986,Ellendale, Minnesota,Air Taxi,Bell,3,0,0
28-01-1986,Sao Paulo, Brazil,VASP,Boeing,1,71,0
29-01-1986,Las Lomitas, Mexico,Aerocalifornia,Douglas,21,0,0
05-02-1986,Kasongo, Zaire,GLM Aviation,Lockheed,2,12,0
16-02-1986,Off Makung, Taiwan,China Airlines (Taiwan),Boeing,13,0,0
02-03-1986,Near Bugulma, Russia,Aeroflot,Antonov,38,0,0
13-03-1986,Alpena, Michigan,Simmons Airlines,Embraer,3,6,0
20-03-1986,Near Naha, Indonesia,Merpati Nusantara Airlines,CASA,2,14,0
24-03-1986,neznama,neznama,Goose Bay Air Services,de,4,1,0
25-03-1986,Omsk, Soviet Union,Ministerstvo Obshchestvo Mashinostroyeniya,Antonov,9,0,0
27-03-1986,Bangui, Central African Republic,Military - French Air Force,Sepecat,0,0,35
30-03-1986,Near Pemba, Mozambique,Military - Mozambique Air Force,Antonov,49,5,0
31-03-1986,Maravatio, Mexico,Mexicana,Boeing,167,0,0
02-04-1986,Near Athens, Greece,Trans World Airlines,Boeing,4,117,0
02-04-1986,Near Magdalena, New Mexico,Military - U.S. Air Force,Lockheed,11,0,0
27-04-1986,Near Saravena, Colombia,ACES Colombia,de,13,0,0
01-05-1986,San Salvador, El Salvador,Military - El Salvador Air Force,Douglas,37,0,0
03-05-1986,Near Taipei, Taiwan,Military - Republic of China Air Force,Bell,22,0,0
03-05-1986,Colombo, Sri Lanka,Air Lanka,Lockheed,22,128,0
18-05-1986,Djibouti, Djibouti,Military - French Naval Aviation,Dassault,19,0,0
24-05-1986,Antananarivo, Madagascar,Military - Armée de l'Air Malgache,Douglas,13,0,0
10-06-1986,Near Cairo, Egypt,EgyptAir,Fokker,23,3,0
12-06-1986,Port Ellen, Islay Island,Loganair,de,1,15,0
18-06-1986,Grand Canyon, Arizona,Grand Canyon Airlines / Helitech,de,25,0,0
02-07-1986,Near Syktyvar, Russia,Aeroflot,Tupolev,54,38,0
10-07-1986,Maputo, Mozambique,Military - Zimbabwe Air Force,Douglas,17,0,0
04-08-1986,Off St. Vincent, Leeward Islands,Leeward Islands Air Transport,de,13,0,0
14-08-1986,Near Wampusirpi, Honduras,Military - Honduran Air Force,Lockheed,59,0,0
16-08-1986,Malakal, Sudan,Sudan Airways,Fokker,60,0,0
28-08-1986,Texarkana, Arkansas,Southwest Airlift,Howard,2,0,0
31-08-1986,Cerritos, California,Aeromexico / Private,MD,67,0,15
05-09-1986,Karachi, Pakistan,Pan American World Airways,Boeing,16,368,1
09-09-1986,Hopkinsville, Kentucky,Military - U.S. Air Force,Lockheed,3,1,0
19-09-1986,Near Mantiqueira, Brazil,Atlantic Southeast Airlines,Embraer,5,0,0
03-10-1986,neznama,neznama,Eastindo,Short,13,0,0
04-10-1986,San Antonio, Texas,Southern Air Transport,Lockheed,3,0,0
14-10-1986,Ust-Maya, USSR,Aeroflot,LET,14,0,0
15-10-1986,Chiraz, Iran,Iran Air,Boeing,3,77,0
19-10-1986,Near Komatipoot, South Africa,Government of Mozambique,Tupolev,34,10,0
20-10-1986,Kuybyshev, Russia,Aeroflot,Tupolev,70,23,0
22-10-1986,Manhattan, New York,Private - WNBC,Enstrom,2,0,0
23-10-1986,Near Peshawar, Pakistan,Pakistan International Airlines,Fokker,13,41,0
30-10-1986,Near Managua, Nicaragua,Military - Nicaraguan Air Force,Mil,21,2,0
02-11-1986,Near Zahedan, Iran,Military - Iranian Air Force,Lockheed,103,0,0
06-11-1986,neznama,neznama,British International Helicopters,Boeing-Vertol,45,2,0
25-11-1986,Near Sarowbi, Afghanistan,Military - Afghan Republican Air Force,Ilyushin,40,0,0
12-12-1986,Berlin, East Germany,Aeroflot,Tupolev,72,10,0
15-12-1986,Near Lanzhou, China,CAAC,Antonov,6,38,0
25-12-1986,Arar, Saudi Arabia,Iraqi Airways,Boeing,63,43,0
27-12-1986,Near Nasaso, Fiji,Sunflower Airlines,de,11,3,0
02-01-1987,Off Bata, Equatorial Guinea,Military - Spanish Air Force.,CASA,22,0,0
03-01-1987,Abidjan, Ivory Coast,Varig,Boeing,50,1,0
13-01-1987,Near Asmara, Ethiopia,Military - Ethiopian Air Force,Antonov,54,0,0
15-01-1987,Salt Lake City, Utah,Skywest Airlines / Private.,Swearingen,10,0,0
16-01-1987,Tashkent, Uzbekistan,Aeroflot,Yakovlev,9,0,0
06-02-1987,Off Papua, New Guinea,Talair,Embraer,14,3,0
09-02-1987,Near Khost, Afghanistan,Military - Afghan Republican Air Force,Antonov,36,0,0
04-03-1987,Detroit, Michigan,Northwest Airlink,CASA,9,13,0
06-03-1987,Near Almaty, Kazakhstan,Aeroflot,Antonov,9,0,0
13-03-1987,Spokane, Washington,Military - U.S. Air Force,Boeing,6,0,1
21-03-1987,Mount San Gorgonio, California,California Air National Guard,F-4C,2,0,0
30-03-1987,Near Parachinar, Pakistan,Military - Afghan Republican Air Force,Antonov,40,0,0
04-04-1987,Medan-Polonia, Indonesia,Garuda Indonesia Airlines,McDonnell,27,18,0
13-04-1987,Kansas City, Kansas,Burlington Air Express,Boeing,4,0,0
23-04-1987,Wilmington, North Carolina,Air-Lift Commuter,Swearingen,2,0,0
05-05-1987,Malakal, Sudan,Sasco Air Lines,Cessna,14,0,0
08-05-1987,Mayaguez, Puerto Rico,American Eagle,CASA,2,4,0
09-05-1987,Warsaw, Poland,LOT Polish Airlines,Ilyushin,183,0,0
11-05-1987,neznama,neznama,Air Manitoba,Douglas,2,0,0
20-05-1987,Santa Cruz, Bolivia,YPFB Transportes Aereos,de,14,2,0
23-05-1987,Near Ruteng, Indonesia,Merpati Nusantara Airlines,de,8,0,0
25-05-1987,Ilaga, Indonesia,Missionary Aviation Fellowship,de,7,23,0
11-06-1987,Khost, Afghanistan,Bakhtar Afghan Airlines,Antonov,53,0,0
18-06-1987,Near Montelillo, Peru,Military - Peruvian Air Force,Antonov,46,0,0
19-06-1987,Berdiansk, USSR,Aeroflot,Yakovlev,8,21,0
21-06-1987,Heho, Burma,Burma Airways,Fokker,45,0,0
26-06-1987,Near Baguio, Philippines,Philippine Air Lines,Hawker,50,0,0
01-07-1987,Fort Bragg AFB, North Carolina,Military - U.S. Air Force,Lockheed,4,2,1
24-07-1987,Geneva, Switzerland,Air Afrique,McDonnell,1,162,0
30-07-1987,Mexico City, Mexico,Belize Air International Ltd.,Boeing,5,7,44
04-08-1987,Calama, Chile,LAN,Boeing,2,31,0
16-08-1987,Romulus, Michigan,Northwest Airlines,McDonnell,154,1,2
31-08-1987,Off Ko Phuket, Thailand,Thai Airways,Boeing,83,0,0
08-09-1987,Carajas, Brazil,Military - Brazilian Air Force,Hawker,9,0,0
13-09-1987,Kunduz, Afghanistan,Aeroflot,Antonov,15,0,0
21-09-1987,Luxor, Egypt,EgyptAir,Airbus,5,0,0
11-10-1987,El Poleo, Colombia,Aeroejecutivos Colombia,de,2,7,0
11-10-1987,Near Pagan, Myanmar,Burma Airways,Fokker,49,0,0
